2018-10-10 09:48:18,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:26,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:28,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:30,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:32,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:34,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:36,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:39,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:41,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:43,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:48,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:52,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:56,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:48:59,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:01,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:07,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:21,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:29,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:43,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:48,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:49:55,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:03,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:08,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:11,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:24,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:27,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:29,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:31,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:47,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:49,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:51,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:50:57,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:02,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:14,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:16,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:24,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:30,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:39,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:47,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:51:56,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:03,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:15,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:28,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:34,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:36,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:45,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:49,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:55,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:52:58,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:11,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:26,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:32,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:36,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:48,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:52,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:53:56,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:04,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:14,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:20,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:24,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:27,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:33,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:36,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:39,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:41,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:46,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:52,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:56,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:54:59,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:03,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:04,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:08,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:09,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:13,3663.HK,1.480,0.000,0.000,1.480,0.00
2018-10-10 09:55:15,3663.HK,1.480,0.000,0.000,1.480,0.00
