2018-10-19 00:30:18,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:23,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:31,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:39,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:43,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:47,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:54,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:30:57,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:00,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:04,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:07,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:09,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:11,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:15,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:19,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:20,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:22,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:25,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:27,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:30,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:33,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:37,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:41,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:44,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:48,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:50,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:52,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:31:56,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:01,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:04,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:06,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:08,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:11,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:14,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:16,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:21,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:24,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:29,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:34,00630.HK,0.069,0.011,18.966%,10.00K,700.00,N/A,128.52M
2018-10-19 00:32:38,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:41,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:42,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:44,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:46,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:48,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:53,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:32:56,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:33:01,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:33:12,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
2018-10-19 00:33:15,00630.HK,0.068,0.010,17.241%,10.00K,700.00,N/A,126.66M
