2018-10-19 02:49:21,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:49:38,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:49:57,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:50:12,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:50:29,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:52:23,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:52:44,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:56:19,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:57:24,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 02:57:51,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:05:17,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:07:20,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:07:41,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:25:58,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:26:19,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 03:46:25,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:09:38,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:10:00,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:10:25,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:19:27,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:23:39,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:24:00,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:24:14,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
2018-10-19 04:26:43,00770.HK,0.620,0.060,10.714%,1.00K,620.00,N/A,6.63M
