2018-10-19 00:34:20,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:22,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:26,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:35,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:41,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:48,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:34:55,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:01,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:08,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:16,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:23,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:29,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:39,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:43,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:47,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:51,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:56,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:35:59,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:02,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:05,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:07,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:15,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:18,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
2018-10-19 00:36:21,00577.HK,0.345,0.015,4.545%,2.00K,690.00,N/A,349.47M
