2018-10-19 00:32:38,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:41,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:42,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:44,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:46,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:48,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:53,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:32:56,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:01,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:12,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:15,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:17,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:19,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:26,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:32,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:34,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:36,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:41,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:43,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:45,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:50,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:53,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:33:58,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:02,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:05,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:10,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:11,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:17,07261.HK,31.050,1.350,4.545%,0.00,0.00,N/A,71.42M
2018-10-19 00:34:20,07261.HK,31.100,1.400,4.714%,0.00,0.00,N/A,71.53M
2018-10-19 00:34:22,07261.HK,31.100,1.400,4.714%,0.00,0.00,N/A,71.53M
