2018-10-20 05:24:15,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:18,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:21,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:25,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:29,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:32,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:35,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:39,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:42,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:47,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:51,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:53,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:24:56,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:01,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:05,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:08,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:10,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:12,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:15,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:19,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:22,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:27,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:30,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:34,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:38,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:42,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:46,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:50,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
2018-10-20 05:25:52,00657.HK,0.074,0.012,19.355%,0.00,0.00,N/A,144.03M
