2018-10-10 09:22:30,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:22:36,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:23:26,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:23:34,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:24:23,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:24:53,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:25:30,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:25:50,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:26:04,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:26:35,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:27:22,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:28:18,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:28:36,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:28:47,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:31:37,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:33:42,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:34:00,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:34:20,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:35:20,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:35:23,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:35:25,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:35:27,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:37:16,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:38:02,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:38:48,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:39:11,0579.HK,1.580,0.000,0.000,1.580,0.00
2018-10-10 09:39:27,0579.HK,1.580,0.000,0.000,1.580,0.00
